EnsemblID	GeneName	KO1_L	KO1_L_M	KO8_L	KO8_L_M	WT3_L	WT3_L_M	WT4_L	WT4_L_M	KO1_L_G	KO1_L_M_G	KO8_L_G	KO8_L_M_G	WT3_L_G	WT3_L_M_G	WT4_L_G	WT4_L_M_G
ENSMUSG00000042507.15	Elmsan1	2415	1331	1672	1009	1692	902	2269	1406	4286	2844	2888	2013	2880	1847	4136	3009
ENSMUSG00000042508.16	Dmtf1	6552	2959	6292	2632	4654	1814	6017	2988	9372	5483	8285	4464	6207	3184	8546	5339
ENSMUSG00000042510.7	AA986860	76	38	79	35	7	7	45	23	119	73	97	48	34	8	56	34
ENSMUSG00000042514.11	Klhl14	0	0	7	1	4	0	7	2	17	9	30	17	142	14	29	20
ENSMUSG00000042515.13	Pwwp3b	783	159	682	147	354	62	512	122	963	306	762	219	492	133	655	246
ENSMUSG00000042520.16	Ubap2l	20383	4074	17997	3420	18117	2857	22236	4361	22745	6135	19489	4771	19652	4211	24280	6256
ENSMUSG00000042523.12	Dnal1	490	143	322	126	304	83	405	165	789	393	486	259	520	238	667	402
ENSMUSG00000042524.14	Sun2	519	129	312	75	206	75	335	123	614	207	359	115	252	111	419	183
ENSMUSG00000042525.5	4933428M09Rik	16	0	5	0	23	0	3	3	16	0	5	0	26	0	3	3
ENSMUSG00000042529.14	Kcnj12	183	53	89	42	83	20	88	27	469	299	178	111	355	191	340	223
ENSMUSG00000042532.14	Golga7b	3	0	2	0	0	0	2	0	12	8	2	0	10	1	3	0
ENSMUSG00000042535.9	Gtpbp1	2897	391	2686	237	1894	243	2707	382	3486	875	3176	649	2336	609	3435	1016
ENSMUSG00000042540.12	Acot5	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0
ENSMUSG00000042541.10	Sem1	7397	640	7280	574	6522	371	5935	599	8471	1516	7988	1192	7030	780	6732	1307
ENSMUSG00000042548.14	Asxl1	8161	2876	9184	3009	7691	2709	9752	3754	12413	6634	12563	6058	10535	5232	14520	8169
ENSMUSG00000042549.10	Map2k3os	100	51	105	61	68	41	108	70	607	463	448	334	518	392	586	483
ENSMUSG00000042554.10	Zp3r	9	8	11	6	7	3	3	2	58	35	36	27	104	33	63	48
ENSMUSG00000042557.14	Sin3a	12409	2992	11943	2751	11767	2552	12585	3100	15360	5563	13970	4578	13488	4083	15103	5416
ENSMUSG00000042558.16	Adprhl2	1319	346	1309	364	729	212	1158	429	1592	547	1572	588	908	362	1369	602
ENSMUSG00000042564.13	Fam227a	44	24	60	27	60	16	50	28	92	57	104	57	146	38	134	101
ENSMUSG00000042567.20	Nek10	29	15	30	20	27	15	36	23	304	245	125	99	462	131	231	198
ENSMUSG00000042569.13	Dhrs7b	1415	321	1225	262	610	202	958	292	3384	1950	2531	1432	1571	1019	2498	1700
ENSMUSG00000042570.14	Mier2	1215	444	1465	467	869	314	1441	640	1454	651	1640	628	1041	471	1693	874
ENSMUSG00000042572.12	Ube2q1	4264	1210	4547	1283	2751	793	3950	1282	4383	1315	4642	1364	2803	832	4042	1372
ENSMUSG00000042579.2	4632404H12Rik	240	174	315	268	210	152	294	238	240	174	315	268	210	152	294	238
ENSMUSG00000042581.14	Thsd7b	1	0	1	1	14	0	1	0	128	65	166	100	1245	59	155	121
ENSMUSG00000042589.18	Cux2	135	33	79	15	103	16	109	25	1006	699	596	397	836	474	986	731
ENSMUSG00000042590.17	Ipo11	5978	1265	7056	1093	5364	839	6377	1262	12399	6912	11156	4788	9507	4451	12844	7205
ENSMUSG00000042594.16	Sh2b3	473	148	341	100	221	95	419	158	835	435	574	289	364	205	640	351
ENSMUSG00000042595.7	Fam199x	1585	283	1424	265	941	142	1256	232	1692	371	1464	301	1008	170	1340	310
ENSMUSG00000042596.7	Tfap2d	0	0	1	1	5	0	2	2	8	0	8	2	96	0	6	4
ENSMUSG00000042599.8	Kdm7a	967	377	982	337	821	260	1017	373	1425	759	1270	584	1235	551	1471	774
ENSMUSG00000042604.5	Kcna4	0	0	15	2	3	0	6	2	1	1	17	2	15	0	11	2
ENSMUSG00000042605.16	Atxn2	4989	1787	3690	1205	4834	1190	5165	1839	9310	5588	6156	3420	7463	3434	9585	5900
ENSMUSG00000042606.9	Hirip3	4044	638	6341	1035	3870	666	4514	968	4044	638	6341	1035	3870	666	4514	968
ENSMUSG00000042607.15	Asb4	29	4	29	5	14	1	46	12	35	9	55	25	74	4	62	25
ENSMUSG00000042608.15	Stk40	1568	331	1331	293	1258	194	1597	331	2482	1098	1940	826	1807	664	2381	1036
ENSMUSG00000042613.9	Pbxip1	780	160	660	146	279	84	464	152	1017	354	807	275	388	173	593	263
ENSMUSG00000042616.8	Oscp1	115	31	81	21	115	24	147	46	254	136	216	112	298	123	345	203
ENSMUSG00000042622.14	Maff	537	143	472	158	219	76	348	120	662	242	539	210	283	124	431	195
ENSMUSG00000042625.16	Safb2	5242	2360	4917	2043	5183	2260	5730	2747	6865	3757	6156	3130	6291	3211	7223	4056
ENSMUSG00000042626.13	Shc1	3213	641	3225	606	2368	449	3765	797	3498	859	3421	764	2557	604	4014	992
ENSMUSG00000042628.8	Zfyve1	2087	806	2161	773	1288	480	1952	861	3826	2217	3483	1869	2451	1427	3577	2265
ENSMUSG00000042631.7	Xkr7	4	2	10	6	18	8	24	14	36	24	55	42	122	80	134	101
ENSMUSG00000042632.17	Pla2g6	1298	241	1602	296	930	137	1912	395	1984	804	2193	766	1504	565	2890	1249
ENSMUSG00000042638.14	Gucy2c	11	0	4	0	1	0	6	0	27	12	10	4	97	0	14	3
ENSMUSG00000042641.19	Rgsl1	0	0	0	0	0	0	0	0	2	2	1	1	82	4	2	0
ENSMUSG00000042642.13	Flad1	908	192	823	189	533	93	786	203	1150	376	1018	353	693	221	945	344
ENSMUSG00000042644.9	Itpr3	5042	1020	4807	953	4921	889	6259	1356	5953	1732	5447	1465	5882	1629	7265	2195
ENSMUSG00000042647.13	Acad12	157	42	118	38	99	24	147	46	312	153	257	149	215	98	289	152
ENSMUSG00000042650.3	Alkbh5	4031	1167	3551	1100	1996	518	3407	1080	4979	1934	4186	1638	2459	865	3996	1598
ENSMUSG00000042655.5	Shisal2b	3	0	1	0	9	2	2	0	12	5	7	6	40	12	15	13
ENSMUSG00000042659.15	Arrdc4	2344	677	1792	565	1556	408	1866	605	2511	834	1949	699	1645	479	2021	751
ENSMUSG00000042660.8	Wdr55	3940	638	4001	753	2375	326	3493	662	4048	735	4101	837	2453	398	3595	754
ENSMUSG00000042662.16	Dusp15	12	4	14	7	3	3	12	12	23	15	26	16	7	4	19	19
ENSMUSG00000042670.5	Immp1l	462	57	438	66	259	28	323	52	1714	1120	1161	720	1007	631	1387	1048
ENSMUSG00000042671.12	Rgs8	8	2	13	7	5	2	9	7	10	3	16	9	48	11	14	12
ENSMUSG00000042672.15	Dcst1	0	0	4	4	12	0	1	0	3	0	7	4	17	3	3	2
ENSMUSG00000042675.15	Ypel3	207	45	210	34	196	32	230	43	242	73	226	44	227	51	248	58
ENSMUSG00000042677.7	Zc3h12a	800	585	390	290	1427	1122	1250	1043	1503	1175	685	554	2506	2089	2364	2058
ENSMUSG00000042678.17	Myo15	30	14	38	18	31	19	22	14	208	149	168	130	152	84	135	101
ENSMUSG00000042680.8	Garem1	389	127	319	88	340	93	479	196	1985	1519	1365	992	1615	1060	2374	1905
ENSMUSG00000042682.9	Selenok	780	149	786	118	647	96	707	137	930	275	896	226	715	139	820	246
ENSMUSG00000042684.8	Npl	823	59	535	20	787	58	705	54	1539	556	1188	496	1183	369	1427	593
ENSMUSG00000042686.5	Jph1	297	96	353	105	180	63	323	133	912	596	848	512	775	361	1188	858
ENSMUSG00000042688.16	Mapk6	8258	1827	7635	1707	5455	1015	8235	1965	9342	2749	8380	2344	6178	1638	9225	2846
ENSMUSG00000042694.17	Stn1	783	203	902	187	366	95	809	236	1457	774	1437	643	881	492	1563	908
ENSMUSG00000042699.11	Dhx9	21958	5927	19885	5069	19888	4418	24653	6837	26328	9781	23369	8249	22647	6779	28537	10362
ENSMUSG00000042700.16	Sipa1l1	4004	923	3361	755	2485	480	3683	909	11067	7109	7385	4353	5858	3251	9421	6177
ENSMUSG00000042705.9	Commd10	1644	285	1593	221	962	178	1499	255	7720	5312	4875	2970	4558	2824	7310	5337
ENSMUSG00000042707.6	Dnali1	1	0	0	0	0	0	4	0	16	11	6	5	10	3	13	9
ENSMUSG00000042708.12	Shcbp1l	109	30	43	18	60	16	67	23	297	138	134	84	165	61	213	118
ENSMUSG00000042709.15	Atpaf2	1105	285	1292	244	441	128	888	242	1972	1018	2060	906	839	465	1622	894
ENSMUSG00000042712.10	Tceal9	13698	1327	12409	1210	11269	1102	9195	887	13725	1349	12432	1232	11290	1123	9216	900
ENSMUSG00000042717.5	Ppp1r3a	0	0	1	0	0	0	0	0	0	0	1	0	67	0	0	0
ENSMUSG00000042719.17	Naa25	9049	2656	10284	2818	8253	2091	10364	3305	12100	5315	12611	4919	10614	4161	13607	6251
ENSMUSG00000042724.8	Map3k9	800	280	622	206	486	156	720	248	1288	710	969	514	826	408	1209	667
ENSMUSG00000042726.14	Trafd1	798	167	746	201	307	63	552	133	893	237	826	274	346	96	614	191
ENSMUSG00000042729.11	Wdr74	3664	686	4644	858	2858	565	4273	865	3838	843	4890	1073	3019	720	4481	1044
ENSMUSG00000042734.6	Ttc9	148	63	100	49	31	16	79	38	304	194	157	96	95	41	169	105
ENSMUSG00000042737.9	Dpm3	446	35	326	34	148	16	266	27	453	40	330	38	165	24	269	30
ENSMUSG00000042742.7	Bmt2	759	274	668	264	432	183	561	211	1576	1001	1186	741	896	503	1093	702
ENSMUSG00000042743.13	Sgtb	509	130	513	135	346	75	425	133	716	297	690	284	488	182	613	306
ENSMUSG00000042744.16	Hectd4	2793	984	2197	776	2166	747	3049	1153	5056	2899	3674	2089	3733	2074	5181	3075
ENSMUSG00000042745.9	Id1	876	583	1104	724	1023	642	1509	1045	876	583	1104	724	1023	642	1509	1045
ENSMUSG00000042747.12	Krtcap2	824	123	944	135	275	49	621	132	911	183	1046	229	318	81	703	208
ENSMUSG00000042750.7	Bex2	5496	436	3869	305	4019	327	3840	383	5498	437	3869	305	4021	327	3841	384
ENSMUSG00000042751.14	Nmnat2	1354	247	1595	211	732	100	1349	211	4155	2284	3513	1632	2044	964	3525	1930
ENSMUSG00000042757.16	Tmem108	421	183	133	47	298	136	418	206	7103	5661	1792	1388	5433	4145	7123	5925
ENSMUSG00000042759.12	Apobr	384	56	260	53	71	12	163	20	384	56	260	53	71	12	164	21
ENSMUSG00000042761.14	Mrap2	4	0	2	0	6	0	2	1	15	5	12	3	51	7	10	8
ENSMUSG00000042763.9	Maneal	232	64	274	49	286	60	280	78	261	91	301	73	329	84	296	92
ENSMUSG00000042766.17	Trim46	102	45	75	32	55	33	116	46	132	66	123	72	79	50	146	70
ENSMUSG00000042770.8	Hebp1	91	19	55	13	49	18	32	6	177	75	92	40	165	58	80	48
ENSMUSG00000042772.15	Smg7	13576	5186	11618	4503	9608	3417	13755	5541	20867	11699	16243	8763	14110	7468	20494	11824
ENSMUSG00000042774.8	Olfr1353	0	0	0	0	0	0	0	0	0	0	0	0	20	0	1	0
ENSMUSG00000042784.9	Muc1	107	51	73	26	64	35	115	35	115	57	90	42	85	39	132	47
ENSMUSG00000042787.15	Exog	764	406	642	362	455	270	771	469	1213	797	1024	695	827	547	1411	1055
ENSMUSG00000042788.12	Fam166b	3	1	0	0	0	0	0	0	3	1	0	0	1	0	2	2
ENSMUSG00000042790.16	Rnf214	1168	278	1062	236	818	199	980	231	1662	707	1411	558	1139	443	1378	607
ENSMUSG00000042793.13	Lgr6	94	17	61	3	118	29	103	20	432	272	153	91	378	193	380	255
ENSMUSG00000042796.2	Olfr1032	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000042797.9	Aqp11	56	23	34	12	38	6	28	9	61	28	45	21	41	9	31	11
ENSMUSG00000042800.5	Spata46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042801.5	Olfr769	0	0	0	0	1	0	0	0	3	0	0	0	24	0	0	0
ENSMUSG00000042804.13	Gpr153	149	33	83	14	24	4	70	18	260	102	192	98	84	42	187	109
ENSMUSG00000042807.15	Hecw2	636	153	661	152	209	54	380	96	1611	938	1272	660	1084	337	1122	748
ENSMUSG00000042808.8	Gpx2	884	66	794	105	330	39	464	76	884	66	794	105	330	39	464	76
ENSMUSG00000042810.14	Krba1	3058	1538	2317	1186	1822	791	2596	1458	3366	1780	2580	1413	1982	923	2829	1656
ENSMUSG00000042812.5	Foxf1	7	1	7	1	2	0	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000042814.8	Mcts2	1468	400	1107	354	1143	293	1518	525	0	0	0	0	0	0	0	0
ENSMUSG00000042816.4	Gpr151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042817.15	Flt3	1	0	5	1	6	4	5	4	15	12	21	10	104	4	23	22
ENSMUSG00000042821.7	Snai1	76	51	48	32	10	4	34	25	88	59	65	42	13	7	47	37
ENSMUSG00000042826.13	Fgf11	55	9	45	9	78	27	118	26	59	11	46	9	86	35	129	34
ENSMUSG00000042828.12	Trim72	20	14	27	18	18	11	30	22	37	29	41	31	70	50	65	55
ENSMUSG00000042831.13	Alkbh6	524	118	544	118	197	55	483	115	568	141	569	135	237	87	522	145
ENSMUSG00000042834.15	Nrep	376	74	395	53	100	13	185	28	515	193	489	142	168	55	281	112
ENSMUSG00000042842.11	Serpinb6b	22	1	9	1	4	0	6	1	24	3	15	6	13	0	6	1
ENSMUSG00000042845.7	Wfdc12	3	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0
ENSMUSG00000042846.8	Lrrtm3	3	0	7	4	3	0	6	4	10	2	21	8	170	6	21	15
ENSMUSG00000042848.4	Vmn1r226	0	0	0	0	13	0	0	0	0	0	0	0	30	0	0	0
ENSMUSG00000042849.11	Olfr1414	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0
ENSMUSG00000042851.17	Zc3h6	51	15	44	17	22	0	21	5	138	95	94	63	116	25	98	73
ENSMUSG00000042854.9	Trp53rkb	231	137	268	156	152	113	257	183	246	149	294	180	164	125	273	198
ENSMUSG00000042857.3	Gm9776	53	27	36	27	15	14	22	17	53	27	36	27	15	14	22	17
ENSMUSG00000042861.7	Kcna10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000042863.5	Olfr1026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042869.2	Olfr1370	1	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0
ENSMUSG00000042870.15	Tom1	889	118	962	130	535	68	851	163	1939	967	1869	903	1303	693	1949	1107
ENSMUSG00000042873.11	Lhfpl4	7	3	34	7	21	1	35	8	31	24	74	31	95	31	75	43
ENSMUSG00000042874.2	D930007J09Rik	10	1	7	3	10	2	4	0	10	1	7	3	10	2	4	0
ENSMUSG00000042888.10	Prr30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042894.11	Olfr1260	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0
ENSMUSG00000042895.6	Abra	35	7	19	7	7	0	6	3	35	7	22	7	13	0	6	3
ENSMUSG00000042901.10	Aida	1584	269	1564	239	978	170	1423	291	2157	771	1885	530	1249	342	1838	648
ENSMUSG00000042903.8	Foxo4	1948	230	2199	243	1393	152	2044	273	2021	285	2254	289	1428	183	2111	329
ENSMUSG00000042909.4	Olfr648	5	0	0	0	7	0	0	0	5	0	0	0	7	0	0	0
ENSMUSG00000042918.17	Mamstr	17	7	26	17	35	20	21	16	18	8	30	17	38	20	21	16
ENSMUSG00000042938.8	Gm14117	304	58	341	45	364	43	320	70	304	58	341	45	364	43	320	70
ENSMUSG00000042940.8	9230106D20Rik	0	0	0	0	3	0	0	0	2	0	0	0	35	0	0	0
ENSMUSG00000042942.18	Greb1l	270	31	427	54	43	2	164	35	659	337	793	335	508	57	448	280
ENSMUSG00000042961.13	Egflam	9	5	10	3	2	0	4	4	90	66	125	89	231	60	120	98
ENSMUSG00000042962.5	Gm5436	526	30	551	16	371	11	504	22	526	30	551	16	371	11	504	22
ENSMUSG00000042976.6	9930038B18Rik	8	5	5	5	3	0	10	10	8	5	6	5	7	0	12	12
ENSMUSG00000042978.11	Sbk1	1268	270	1569	369	733	165	1379	326	2434	1206	2751	1395	1437	739	2714	1522
ENSMUSG00000042985.7	Upk3b	30	15	22	6	5	0	15	3	37	18	25	7	7	0	28	7
ENSMUSG00000042988.10	Notum	1411	402	1231	349	1091	264	1628	480	1725	633	1542	600	1403	506	2017	805
ENSMUSG00000042992.15	Borcs5	183	53	169	51	75	9	153	46	829	606	447	282	446	211	648	472
ENSMUSG00000042993.6	Ifnk	0	0	0	0	5	0	0	0	0	0	0	0	6	0	0	0
ENSMUSG00000042997.13	Nhlrc3	595	357	753	470	256	160	464	343	722	454	885	587	332	226	580	444
ENSMUSG00000043003.14	Rasef	32	6	105	35	18	1	34	10	50	16	142	69	182	19	62	34
ENSMUSG00000043004.13	Gng2	893	184	986	191	317	68	548	129	2573	1616	2199	1255	1030	579	1833	1302
ENSMUSG00000043008.9	Klhl6	19	2	8	1	2	0	2	1	36	10	13	1	68	0	7	4
ENSMUSG00000043013.10	Onecut1	5	3	14	3	2	0	14	13	0	0	3	1	0	0	0	0
ENSMUSG00000043015.15	Nemp2	375	236	340	213	116	72	318	205	694	508	564	413	267	174	612	465
ENSMUSG00000043017.9	Ptgir	3	0	5	2	4	2	0	0	3	0	5	2	4	2	0	0
ENSMUSG00000043019.12	Edem3	4184	1103	3726	829	2564	554	3168	898	5439	2193	4436	1449	3287	1134	4281	1916
ENSMUSG00000043020.13	Wdr63	9	0	6	0	8	0	0	0	33	19	9	2	72	7	6	4
ENSMUSG00000043024.6	Gm16433	215	61	258	92	248	76	288	103	215	61	258	92	248	76	288	103
ENSMUSG00000043029.2	Trpv3	220	107	179	81	39	24	82	46	324	199	254	152	87	35	123	86
ENSMUSG00000043036.13	Ccdc63	143	36	60	32	80	11	90	29	261	88	101	53	167	41	158	71
ENSMUSG00000043050.8	Tnp2	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1
ENSMUSG00000043051.17	Disc1	98	45	45	20	36	5	27	8	712	540	324	233	453	204	321	261
ENSMUSG00000043059.16	Zfp513	763	398	623	364	487	282	570	350	778	411	651	391	490	285	596	375
ENSMUSG00000043060.8	Fscb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043061.10	Tmem18	2028	859	1208	483	796	325	1065	529	2484	1265	1462	715	1008	512	1323	753
ENSMUSG00000043065.12	Spice1	714	200	757	193	415	89	574	148	1269	664	1182	565	773	377	980	529
ENSMUSG00000043066.5	Vmn1r66	0	0	2	0	3	0	0	0	0	0	2	0	3	0	0	0
ENSMUSG00000043067.15	Dpy19l1	2659	390	2950	354	1702	183	2530	385	4647	2125	4381	1651	2970	1198	4512	2241
ENSMUSG00000043068.6	Fam89a	49	9	34	8	9	7	20	13	85	33	63	34	32	19	47	40
ENSMUSG00000043073.10	Usp17le	8	3	23	2	53	4	13	5	12	4	23	2	121	5	14	5
ENSMUSG00000043079.17	Synpo	108	46	76	22	39	23	54	24	256	168	188	107	138	68	225	173
ENSMUSG00000043085.14	Tmem82	217	110	167	95	66	37	186	93	248	125	185	106	85	43	218	108
ENSMUSG00000043087.5	Olfr855	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000043088.16	Il17re	54	13	33	8	22	6	39	14	63	19	39	12	26	9	48	20
ENSMUSG00000043089.6	Mmp1a	1	0	0	0	1	0	0	0	1	0	0	0	26	0	0	0
ENSMUSG00000043090.18	Zfp866	1631	1191	1775	1315	1073	806	1785	1439	113	79	164	134	120	74	196	138
ENSMUSG00000043091.9	Tuba1c	4506	856	8237	1602	2303	417	5053	1233	4960	1235	8623	1951	2512	608	5410	1567
ENSMUSG00000043099.4	Hic1	68	15	35	17	25	11	23	7	68	15	35	17	25	11	23	7
ENSMUSG00000043102.2	Qrfp	1	0	2	2	0	0	1	1	2	1	2	2	5	0	1	1
ENSMUSG00000043110.2	Lrrn4	646	182	918	243	153	29	440	144	715	239	1054	359	201	63	520	215
ENSMUSG00000043119.5	Olfr448	0	0	0	0	1	0	0	0	1	0	1	0	30	0	1	1
ENSMUSG00000043122.7	A530016L24Rik	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ENSMUSG00000043126.5	D830039M14Rik	1	0	4	3	0	0	0	0	1	0	4	3	0	0	0	0
ENSMUSG00000043131.14	Mob1a	4831	1633	3925	1264	2299	788	3655	1290	5412	2161	4249	1564	2589	1022	4059	1667
ENSMUSG00000043140.10	Tmem186	1172	732	1159	718	939	570	1240	777	1262	805	1217	774	996	623	1312	844
ENSMUSG00000043144.6	Aqp6	0	0	0	0	0	0	13	2	0	0	0	0	0	0	13	2
ENSMUSG00000043145.7	Gm11292	0	0	2	2	0	0	0	0	2	2	5	2	6	0	0	0
ENSMUSG00000043153.6	Crppa	162	32	88	17	72	8	94	28	558	323	326	192	743	165	422	291
ENSMUSG00000043154.15	Ppp2r3a	970	270	803	208	547	132	661	196	2164	1289	1499	823	1379	673	1567	969
ENSMUSG00000043155.4	Hpdl	160	53	244	94	190	80	253	119	160	53	244	94	190	80	253	119
ENSMUSG00000043157.8	Arl11	8	0	13	6	9	2	6	4	8	0	13	6	9	2	6	4
ENSMUSG00000043162.7	Pyurf	604	90	497	107	243	33	362	74	614	100	515	123	252	42	385	96
ENSMUSG00000043164.3	Tmem212	0	0	0	0	0	0	0	0	0	0	3	2	30	0	0	0
ENSMUSG00000043165.7	Lor	10	4	3	0	1	0	2	1	10	4	3	0	6	0	2	1
ENSMUSG00000043168.12	4930426D05Rik	0	0	6	0	3	0	0	0	0	0	10	0	3	0	2	2
ENSMUSG00000043183.18	Simc1	1154	450	1136	419	694	250	1387	578	2142	1247	1750	934	1508	875	2361	1428
ENSMUSG00000043190.14	Rfesd	305	148	289	103	118	62	256	141	465	296	413	216	205	125	393	268
ENSMUSG00000043192.4	Gpi-ps	328	238	331	221	407	242	318	211	328	238	331	221	407	242	318	211
ENSMUSG00000043207.10	Zmpste24	2933	669	2214	478	2079	534	2328	692	4127	1728	2952	1164	2872	1235	3330	1615
ENSMUSG00000043219.9	Hoxa6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000043223.7	Gm4835	15	4	32	19	31	10	36	14	15	4	32	19	31	10	36	14
ENSMUSG00000043226.5	Olfr1009	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0
ENSMUSG00000043230.2	Fam124b	1	0	2	1	0	0	2	0	4	0	3	2	21	0	3	1
ENSMUSG00000043241.14	Upf2	4701	1292	5076	1153	5552	1119	5549	1523	7130	3465	6574	2520	7071	2294	7763	3575
ENSMUSG00000043243.15	Fam129c	52	25	47	26	23	6	62	36	60	32	72	43	41	20	90	60
ENSMUSG00000043251.6	Exoc3l	769	247	673	175	1119	275	1398	399	806	279	728	225	1189	342	1494	486
ENSMUSG00000043252.8	Tmem64	476	166	441	141	255	82	423	125	566	247	535	214	345	151	535	229
ENSMUSG00000043257.15	Pigv	203	103	228	113	86	47	177	102	349	234	370	231	178	109	331	244
ENSMUSG00000043259.15	Fam13c	352	179	596	285	273	106	542	292	1392	1057	1965	1526	908	565	2032	1657
ENSMUSG00000043262.16	Uevld	1136	386	975	325	571	153	853	316	1764	935	1479	776	855	403	1427	860
ENSMUSG00000043263.13	Ifi209	15	1	6	1	3	1	5	2	16	1	7	1	12	1	10	6
ENSMUSG00000043267.3	Olfr1031	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000043274.4	Olfr1123	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000043279.9	Trim56	508	121	381	116	98	22	304	86	518	127	389	124	102	25	310	91
ENSMUSG00000043282.3	Teddm1b	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ENSMUSG00000043284.12	Tmem11	3263	1221	3469	1368	1765	692	2341	1024	4637	2424	4348	2173	2485	1319	3365	1972
ENSMUSG00000043286.12	Pnpla1	10	2	0	0	4	0	1	1	29	20	8	4	17	0	3	3
ENSMUSG00000043289.12	Mei4	91	21	109	25	45	1	90	23	735	537	753	544	903	314	836	642
ENSMUSG00000043290.6	Zfp784	48	25	27	21	18	10	49	37	70	45	42	30	39	25	59	47
ENSMUSG00000043295.6	Gm16373	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1
ENSMUSG00000043298.8	Smco3	0	0	0	0	6	0	0	0	0	0	0	0	11	0	0	0
ENSMUSG00000043300.2	B3galnt1	231	62	100	35	89	27	123	45	477	278	209	132	176	98	279	190
ENSMUSG00000043301.16	Kcnj6	2	1	0	0	1	0	5	5	42	21	25	8	200	6	27	19
ENSMUSG00000043308.2	Vmn1r75	0	0	0	0	5	0	0	0	0	0	0	0	8	0	0	0
ENSMUSG00000043310.4	Olfr571	0	0	0	0	6	0	0	0	2	0	1	0	12	0	0	0
ENSMUSG00000043311.7	D17H6S53E	243	102	247	82	97	37	182	83	243	102	248	82	97	37	182	83
ENSMUSG00000043312.6	Olfr131	0	0	0	0	4	0	0	0	0	0	0	0	20	0	0	0
ENSMUSG00000043313.6	Pcdhb19	8	1	3	0	5	3	4	3	0	0	0	0	0	0	0	0
ENSMUSG00000043314.6	Olfr30	0	0	0	0	5	0	0	0	0	0	0	0	9	0	0	0
ENSMUSG00000043319.5	Cox8c	6	0	1	0	0	0	2	0	6	0	1	0	0	0	2	0
ENSMUSG00000043323.17	Fbrsl1	3103	1274	2578	1048	2026	754	2956	1318	7523	4932	5105	3185	4269	2624	6771	4748
ENSMUSG00000043329.4	Gm8849	102	33	129	26	165	5	108	12	102	33	129	26	165	5	108	12
ENSMUSG00000043331.6	Olfr975	0	0	2	2	5	0	0	0	0	0	2	2	10	1	1	1
ENSMUSG00000043333.12	Rhbdl2	37	13	43	16	47	8	41	17	98	62	87	45	146	57	91	61
ENSMUSG00000043336.14	Filip1l	376	228	262	142	11	6	67	43	1812	740	1191	393	1892	225	1944	795
ENSMUSG00000043340.3	6530409C15Rik	0	0	1	0	5	0	0	0	1	0	8	5	68	1	1	0
ENSMUSG00000043342.9	Hoxd9	1	0	2	0	5	0	0	0	1	0	2	0	5	0	0	0
ENSMUSG00000043346.9	Gm6741	8	7	15	14	10	9	17	17	8	7	15	14	10	9	17	17
ENSMUSG00000043354.2	Olfr577	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0
ENSMUSG00000043357.5	Olfr187	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ENSMUSG00000043366.16	Olfr78	0	0	0	0	1	0	0	0	0	0	0	0	16	0	1	0
ENSMUSG00000043372.12	Hexim2	226	107	253	115	101	44	189	111	265	136	283	139	124	56	221	134
ENSMUSG00000043383.5	Olfr1342	1	0	0	0	6	0	0	0	2	1	0	0	6	0	0	0
ENSMUSG00000043384.15	Gprasp1	9607	2038	6733	1380	7019	1407	7381	1733	4790	2384	2633	1192	3882	1530	5056	2484
ENSMUSG00000043385.4	Olfr267	11	3	4	2	18	3	11	11	13	4	4	2	18	3	11	11
ENSMUSG00000043388.8	Tmem130	26	3	29	3	4	0	14	4	41	13	39	11	15	6	25	8
ENSMUSG00000043391.10	2510009E07Rik	92	29	27	10	27	6	35	10	272	164	60	32	85	15	97	61
ENSMUSG00000043398.5	Gpr135	139	64	75	30	68	22	95	44	139	64	75	30	68	22	95	44
